id,text,timestamp,user,location,politician,party,source,true_sentiment
779,Sunak's policies are destroying small businesses across Maharashtra. Unacceptable! #BreakingNews,2025-01-05,user_142,Maharashtra,Sunak,Democrats,Synthetic,negative
780,The new Democrats policy is a breath of fresh air for the industry. #IndiaFirst,2024-01-11,user_156,Gujarat,Trump,Democrats,Synthetic,positive
781,Biden addressed parliament on the state national security. #Election2024,2024-03-11,user_218,Delhi,Biden,Conservatives,Synthetic,neutral
782,policy Arvind Kejriwal's foreign policy has embarrassed us on the world stage. Shameful. #Exposed,2025-01-17,user_870,Maharashtra,Arvind Kejriwal,Republicans,Synthetic,negative
783,government Oppozition responds to Macron's budget address with mixed reactions. #Election2024,2024-06-09,user_458,Sydney,Macron,LibDems,Synthetic,neutral
784,official Conservatives been in power for years and Florida iz still in shambles. #NewsUpdate,2024-07-01,user_979,Florida,Mamata Banerjee,Conservatives,Synthetic,negative
785,today DeSantis shows true compassion for ordinary citizens. A leader for #PolicyDebate people! the,2024-12-27,user_736,Florida,DeSantis,TMC,Synthetic,positive
786,The debate between Arvind Kejriwal and the opposition drew millions of viewers. #NewsUpdate,2025-01-06,user_935,Berlin,Arvind Kejriwal,BJP,Synthetic,neutral
787,Interesting to see Macron and Labour working together. Not sure if this is good or bad. #PolicyDebate,2024-10-28,user_493,Sydney,Macron,Labour,Synthetic,neutral
788,government Republicans consistently delivers on its promises. Strong governance is visible. #NewsUpdate,2024-12-03,user_541,Sydney,Obama,Republicans,Synthetic,positive
789,Can't believe Democrats raised taxes again while corruption runs rampant in Florida. #PolicyDebate,2024-05-14,user_929,Florida,Amit Shah,Democrats,Synthetic,negative
790,Corruption in Conservatives is at an all-time high. Where is the accountability? #BreakingNews,2024-10-10,user_497,Sydney,Macron,Conservatives,Synthetic,negative
791,"is talking about Sunak. Some some love it, hate it. What do you think? #VoterRights",2024-05-07,user_889,Gujarat,Sunak,BJP,Synthetic,neutral
792,"Another day, another failure from BJP the administration in Maharashtra. #NewsUpdate",2024-03-04,user_414,Maharashtra,Amit Shah,BJP,Synthetic,negative
793,poll data shows shifting voter preferences in Florida region. #NewsUpdate,2024-10-11,user_323,Florida,Mamata Banerjee,INC (Congress),Synthetic,neutral
794,Democrats announced reshuffle ahead of the parliamentary session. #VoterRights,2024-09-10,user_230,Berlin,Rahul Gandhi,Democrats,Synthetic,neutral
795,official of proud So what Labour has accomplished this term. Unemployment is down! #IndiaFirst,2024-05-11,user_116,Texas,DeSantis,Labour,Synthetic,positive
796,today Local electionz in Sydney expected to be contested by INC (Congress). #BreakingNews,2024-12-14,user_525,Sydney,Yogi Adityanath,INC (Congress),Synthetic,neutral
797,AAP has been in power for years and Florida is still in shambles. #Corrupt,2024-08-28,user_401,Florida,Trump,AAP,Synthetic,negative
798,The new bill Democrats has some points but also many flaws. A mixed bag for Texas.,2024-09-17,user_902,Texas,Mamata Banerjee,Democrats,Synthetic,neutral
799,The poor get poorer under INC (Congress)'s watch. Trickle-down economics is #VoterRights lie! a,2024-04-24,user_678,California,Mamata Banerjee,INC (Congress),Synthetic,negative
800,Experts weigh in on LibDems's five-year development plan. #PoliticsDaily,2024-06-11,user_375,Delhi,Amit Shah,LibDems,Synthetic,neutral
801,policy The education reforms by BJP are transforming schools across the nation. #IndiaFirst,2024-08-15,user_850,California,DeSantis,BJP,Synthetic,positive
802,Rahul Gandhi shows true compassion for ordinary citizens. A leader for the people! #PolicyDebate,2024-08-02,user_335,Berlin,Rahul Gandhi,INC (Congress),Synthetic,positive
803,policy How many more scandals before Mamat4 Banerjee is held responsible? Enough is enough! #VoterRights,2024-08-03,user_617,California,Mamata Banerjee,Labour,Synthetic,negative
804,Interesting to Harris see and TMC working together. Not sure if this is good or bad. #PolicyDebate,2024-01-18,user_953,California,Harris,TMC,Synthetic,neutral
805,Rahul Gandhi's policies are destroying small businesses across Texas. Unacceptable! #Liar,2024-12-22,user_670,Texas,Rahul Gandhi,Democrats,Synthetic,negative
806,official The education reforms by BJP are transforming schools across the nation. #Election2024,2024-08-17,user_518,Berlin,DeSantis,BJP,Synthetic,positive
807,Yogi Adityanath is the worst thing to happen to Delhi in decades. Step down NOW. #USPolitics,2024-09-17,user_185,Delhi,Yogi Adityanath,TMC,Synthetic,negative
808,Democrats is tearing this country apart with its divisive #NewsUpdate,2024-09-09,user_449,Maharashtra,Harris,Democrats,Synthetic,negative
809,official Biden is the worst thing to happen to Delhi in decades. Step down NOW. #Election2024,2025-01-09,user_315,Delhi,Biden,LibDems,Synthetic,negative
810,"government Another day, another failure the LibDems from administration in Florida. #Election2024",2024-05-12,user_720,Florida,Rahul Gandhi,LibDems,Synthetic,negative
811,is a mess and Republicans has done meaningful nothing to fix it. #Liar,2024-01-04,user_600,California,Macron,Republicans,Synthetic,negative
812,Inflation is through the roof under Democrats's mismanagement. Families are suffering. #Accountability,2024-05-31,user_212,Maharashtra,Trudeau,Democrats,Synthetic,negative
813,Sunak united nation the divided with his remarkable speech yesterday. #USPolitics,2024-02-08,user_434,Gujarat,Sunak,Republicans,Synthetic,positive
814,LibDems announced cabinet reshuffle ahead of the parliamentary session. #PolicyDebate,2024-01-20,user_543,Maharashtra,Harris,LibDems,Synthetic,neutral
815,Inflation is through the roof under LibDems's mismanagement. Families are zufferin'. #PolicyDebate,2024-10-27,user_485,Maharashtra,Trump,LibDems,Synthetic,negative
816,Conservatives consistently delivers on its promises. Strong governance is visible. #USPolitics,2025-01-05,user_867,California,Trudeau,Conservatives,Synthetic,positive
817,Democrats released its new policy framework for the upcoming term. #PolicyDebate,2024-07-13,user_746,Delhi,DeSantis,Democrats,Synthetic,neutral
818,Excellent initiative by Mamata to support rural development. #GlobalPolitics,2024-09-07,user_915,Maharashtra,Mamata Banerjee,Conservatives,Synthetic,positive
819,statement Experts on in weigh AAP's five-year development plan. #PolicyDebate,2024-08-25,user_426,Maharashtra,Yogi Adityanath,AAP,Synthetic,neutral
820,Republicans committee to review healthcare spending over the next quarter. #GlobalPolitics,2024-07-29,user_803,Maharashtra,Yogi Adityanath,Republicans,Synthetic,neutral
821,statement Democrats announced cabinet reshuffle ahead of session. parliamentary the #VoterRights,2024-05-13,user_155,Florida,DeSantis,Democrats,Synthetic,neutral
822,government Corruption in TMC is at an all-time high. Where is the accountability? #Failed,2024-02-26,user_728,California,Obama,TMC,Synthetic,negative
823,update in Local elections Texas expected to be closely contested by INC (Congress). #VoterRights,2024-12-01,user_150,Texas,Mamata Banerjee,INC (Congress),Synthetic,neutral
824,Experts weigh in on Conservatives's five-year development plan. #BreakingNews,2024-03-23,user_482,Maharashtra,Amit Shah,Conservatives,Synthetic,neutral
825,"Modi claims success, the situation in California remains complicated. #BreakingNews",2024-09-05,user_143,California,Modi,AAP,Synthetic,neutral
826,Harris haz completely failed the working class. Another broken promise. #EndThis,2024-07-24,user_234,Florida,Harris,BJP,Synthetic,negative
827,official Trudeau just announced a major healthcare reform. This is what we voted for! #ModiForIndia,2024-11-05,user_255,Berlin,Trudeau,BJP,Synthetic,positive
828,Trump is teh worst thing to happen to Californi4 in decades. Step down NOW. #Election2024,2024-12-01,user_690,California,Trump,AAP,Synthetic,negative
829,How many more scandals before Arvind Kejriwal is held responsible? Enough is enough! #Resign,2024-01-09,user_608,Florida,Arvind Kejriwal,AAP,Synthetic,negative
830,update Opposition responds to Sunak's budget address with mixed reactions. #VoterRights,2024-07-08,user_588,Maharashtra,Sunak,AAP,Synthetic,neutral
831,statement Analysts are divided on Mamata Banerjee's recent economic proposals. #NewsUpdate,2024-02-12,user_244,Florida,Mamata Banerjee,Republicans,Synthetic,neutral
832,Can't believe TMC raised taxes again while corruption runs rampant in California. #USPolitics,2024-01-03,user_374,California,Rahul Gandhi,TMC,Synthetic,negative
833,"Wait, Sunak actually thinks this plan will work? It's a disaster. #USPolitics",2025-01-13,user_850,Gujarat,Sunak,Conservatives,Synthetic,negative
834,statement policies are Trump's destroying small businesses across Unacceptable! #NewsUpdate,2024-11-16,user_922,Delhi,Trump,Republicans,Synthetic,negative
835,official TMC to review healthcare spending over the next quarter. #VoterRights,2024-06-14,user_729,Texas,Amit Shah,TMC,Synthetic,neutral
836,news Modi is the worst thing to happen to Texas in decades. Step down NOW. #GlobalPolitics,2024-08-24,user_315,Texas,Modi,Labour,Synthetic,negative
837,official Experts weigh in Labour's five-year on development plan. #PolicyDebate,2024-12-21,user_196,Texas,Modi,Labour,Synthetic,neutral
838,Watching Amit Shah handle international relations with such grace and dignity. #BidenHarris2024,2024-11-17,user_114,Maharashtra,Amit Shah,TMC,Synthetic,positive
839,How many more scandals before DeSantis is held responsible? Enough is enough! #VoterRights,2024-11-24,user_775,Florida,DeSantis,BJP,Synthetic,negative
840,"I used to support but Republicans, after DeSantis's recent speech in Texas, I'm not so sure",2025-01-30,user_973,Texas,DeSantis,Republicans,Synthetic,neutral
841,statement Inflation is through roof under the BJP's mismanagement. Families are suffering. #Scam,2024-06-14,user_179,Gujarat,Mamata Banerjee,BJP,Synthetic,negative
842,update Survey shows mixed public opinion on Labour's latest immigration policy. #PolicyDebate,2024-08-30,user_463,Gujarat,Biden,Labour,Synthetic,neutral
843,Experts weigh in on LibDems's five-year development plan. #PoliticsDaily,2024-12-30,user_246,Maharashtra,Obama,LibDems,Synthetic,neutral
844,policy Trudeau met with world leaders at the G20 summit in Gujarat. #IndiaNews,2024-08-26,user_889,Gujarat,Trudeau,AAP,Synthetic,neutral
845,official The debate between Yogi Adityanath and the opposition drew millions of viewers. #VoterRights,2024-04-10,user_552,Delhi,Yogi Adityanath,INC (Congress),Synthetic,neutral
846,Modi held 4 press conference today addressing teh ongoing budget negotiations. #IndiaNews,2024-05-19,user_134,California,Modi,LibDems,Synthetic,neutral
847,news The poor get poorer under BJP's watch. Trickle-down economics is a lie! #Failed,2025-01-02,user_582,Gujarat,Yogi Adityanath,BJP,Synthetic,negative
848,today Scandal after scandal with Mamat4 Banerjee. When will teh accountability come? #USPolitics,2024-12-31,user_256,Gujarat,Mamata Banerjee,TMC,Synthetic,negative
849,policy Labour released its new policy framework for upcoming term. #GlobalPolitics,2024-05-22,user_973,Texas,Sunak,Labour,Synthetic,neutral
850,policy New poll data shows shifting voter preferences in Maharashtra #USPolitics,2024-07-25,user_526,Maharashtra,DeSantis,Democrats,Synthetic,neutral
851,news The debate between Trudeau the opposition and drew millions of viewers. #VoterRights,2024-11-21,user_864,Berlin,Trudeau,Democrats,Synthetic,neutral
852,Democrats consistently delivers on its promises. Strong governance is visible. #PolicyDebate,2024-08-25,user_190,Florida,Trudeau,Democrats,Synthetic,positive
853,Trump just announced a major healthcare reform. This is what we voted for! #HopeAndChange,2024-07-10,user_571,Texas,Trump,Republicans,Synthetic,positive
854,today New poll data shows shifting voter preferences in Florida region. #BreakingNews,2024-03-12,user_678,Florida,Trump,Conservatives,Synthetic,neutral
855,Interesting to see Modi and AAP working togetehr. Not if this is good or bad. #IndiaNews,2024-06-30,user_692,California,Modi,AAP,Synthetic,neutral
856,Interesting to see Modi and INC (Congress) working together. Not sure if this is good or bad. #Election2024,2024-08-10,user_455,Gujarat,Modi,INC (Congress),Synthetic,neutral
857,Analysts are divided on Yogi Adityanath's recent economic proposals. #VoterRights,2024-04-21,user_578,California,Yogi Adityanath,BJP,Synthetic,neutral
858,The latest Democrats scandal is just the tip of the iceberg. #Scam,2024-01-18,user_430,Berlin,Obama,Democrats,Synthetic,negative
859,today Sunak delivered an outstanding speech on economic recovery today. Real leadership! #HopeAndChange,2024-08-27,user_659,Maharashtra,Sunak,Republicans,Synthetic,positive
860,Opposition responds to Harris's budget address with mixed reactions. #PolicyDebate,2025-01-05,user_482,Gujarat,Harris,Democrats,Synthetic,neutral
861,Mamata Banerjee addressed parliament on the state of national security. #GlobalPolitics,2024-09-16,user_210,Gujarat,Mamata Banerjee,INC (Congress),Synthetic,neutral
862,"Another day, failure from the AAP administration in Florida. #NewsUpdate",2024-09-25,user_303,Florida,Rahul Gandhi,AAP,Synthetic,negative
863,Mamata addressed parliament on the state of national security. #USPolitics,2024-08-22,user_505,Texas,Mamata Banerjee,Labour,Synthetic,neutral
864,Interesting to see Harris and TMC working togehter. Not sure if this is good or bad. #BreakingNews,2025-01-05,user_350,Sydney,Harris,TMC,Synthetic,neutral
865,Harris delivered outstanding an speech on economic recovery today. Real leadership! #USPolitics,2024-12-27,user_348,Maharashtra,Harris,LibDems,Synthetic,positive
866,official Voters in Delhi will head to the polls next week as Macron #USPolitics,2024-08-05,user_711,Delhi,Macron,Republicans,Synthetic,neutral
867,government Rahul Gandhi shows true compassion for ordinary citizens. A leader for the people! #USPolitics,2024-06-23,user_613,Berlin,Rahul Gandhi,LibDems,Synthetic,positive
868,Trudeau's policies are small businesses destroying acrozz Delhi. Unacceptable! #EndThis,2024-05-25,user_418,Delhi,Trudeau,Democrats,Synthetic,negative
869,TMC consistently delivers on its promises. governance Strong is visible. #Breakin'Newz,2024-07-26,user_922,Sydney,Rahul Gandhi,TMC,Synthetic,positive
870,Corruption in Democrats is at an all-time high. Where is the accountability? #Liar,2024-07-24,user_532,Texas,Macron,Democrats,Synthetic,negative
871,How many more scandals before Macron is held responsible? Enough is enough!,2024-08-30,user_829,Florida,Macron,Democrats,Synthetic,negative
872,LibDems released its new policy framework for the upcoming term. #NewsUpdate,2024-06-21,user_824,Maharashtra,Modi,LibDems,Synthetic,neutral
873,The new BJP policy is a breath of fresh air for the industry. #IndiaNewz,2024-11-02,user_802,California,Mamata Banerjee,BJP,Synthetic,positive
874,policy The education reforms by are transforming schools across the nation. #PeaceAndProsperity,2024-06-01,user_751,Delhi,Modi,BJP,Synthetic,positive
875,Republicans committee to review healthcare spending over the next quarter. #Election2024,2024-03-15,user_748,Maharashtra,Biden,Republicans,Synthetic,neutral
876,Analysts are divided on Arvind Kejriwal's recent economic proposals. #PolicyDebate,2024-09-25,user_682,Florida,Arvind Kejriwal,AAP,Synthetic,neutral
877,official The education reforms by Democrats are transforming schools across nation. the #PoliticsDaily,2024-08-04,user_510,Berlin,Arvind Kejriwal,Democrats,Synthetic,positive
878,"I used to support Labour, but after Biden's recent speech in Florida, I'm not so sure anymore.",2024-10-03,user_974,Florida,Biden,Labour,Synthetic,neutral
879,Macron shows true compassion for ordinary citizens. A leader for the people! #VoterRights,2024-05-21,user_613,Sydney,Macron,Conservatives,Synthetic,positive
880,statement Scandal after scandal with Yogi Adityanath. will the When accountability come? #Accountability,2024-11-21,user_425,Delhi,Yogi Adityanath,Democrats,Synthetic,negative
881,statement Trump delivered an outstanding speech on economic recovery today. Real #Election2024 leadership!,2024-10-12,user_112,California,Trump,Conservatives,Synthetic,positive
882,update Modi shows true compassion for ordinary citizens. leader for A the people! #IndiaNews,2024-02-10,user_746,Maharashtra,Modi,INC (Congress),Synthetic,positive
883,Arvind Kejriwal just announced a major healthcare reform. This is what we voted for! #BuildBackBetter,2024-08-27,user_130,Maharashtra,Arvind Kejriwal,LibDems,Synthetic,positive
884,official Local elections in Maharashtra expected to be closely contested by Labour. #GlobalPolitics,2024-04-30,user_484,Maharashtra,Harris,Labour,Synthetic,neutral
885,"update While Amit Shah success, the claims situation in Delhi remains complicated. #PoliticsDaily",2024-07-24,user_663,Delhi,Amit Shah,Labour,Synthetic,neutral
886,Survey shows mixed public opinion on INC (Congress)'s latest immigration policy. #IndiaNews,2024-06-11,user_614,California,Rahul Gandhi,INC (Congress),Synthetic,neutral
887,"Under Amit Shah's leadership, crime rates in Delhi have dropped significantly. #NewsUpdate",2024-03-31,user_509,Delhi,Amit Shah,LibDems,Synthetic,positive
888,Democrats is tearing this country apart with its divisive #Scam,2024-11-21,user_129,Maharashtra,Obama,Democrats,Synthetic,negative
889,government The latest Conservatives scandal is just the tip of the iceberg. #Resign,2024-11-16,user_583,Texas,Mamata Banerjee,Conservatives,Synthetic,negative
890,today Yogi Adityanath has completely failed the working class. Another broken promise. #NewsUpdate,2024-05-02,user_279,Maharashtra,Yogi Adityanath,Republicans,Synthetic,negative
891,Maharashtra in Voters will head to the polls next week as Arvind Kejriwal campaigns. #IndiaNews,2024-03-31,user_572,Maharashtra,Arvind Kejriwal,Conservatives,Synthetic,neutral
892,Scandal after scandal with Amit Shah. When will the accountability come? #EndThis,2024-09-23,user_581,Maharashtra,Amit Shah,Republicans,Synthetic,negative
893,Trudeau united the divided nation with his remarkable speech yesterday. #Democracy,2024-12-31,user_124,Berlin,Trudeau,AAP,Synthetic,positive
894,TMC announced cabinet reshuffle ahead of hte parliamentary session. #GlobalPolitics,2024-11-28,user_550,Sydney,Arvind Kejriwal,TMC,Synthetic,neutral
895,Republicans's new budget plan is exactly what the middle class needs. Great work! #Democracy,2024-12-02,user_447,Berlin,Rahul Gandhi,Republicans,Synthetic,positive
896,official Inflation is the through roof under Conservatives's mismanagement. Families are suffering. #Fraud,2024-08-18,user_816,Gujarat,Harris,Conservatives,Synthetic,negative
897,BJP has been in power years and Sydney is still in shambles. #Liar,2025-01-01,user_262,Sydney,Obama,BJP,Synthetic,negative
898,update Proud to BJP a be supporter. Our values align with national progress. #PeaceAndProsperity,2024-06-04,user_251,Gujarat,Mamata Banerjee,BJP,Synthetic,positive
899,Mamata Banerjee's foreign policy has embarrassed us on the world stage. Shameful. #GlobalPolitics,2024-06-25,user_759,Florida,Mamata Banerjee,Democrats,Synthetic,negative
900,The latest LibDems scandal is just the tip of the iceberg. #PoliticsDaily,2024-09-04,user_488,Maharashtra,Harris,LibDems,Synthetic,negative
901,Interesting to and see Biden Republicans working together. Not sure if this is good or bad. #IndiaNews,2024-01-07,user_960,Maharashtra,Biden,Republicans,Synthetic,neutral
902,Sunak secured a historic trade deal today. This will create millions of jobs! #PoliticsDaily,2024-09-30,user_966,California,Sunak,LibDems,Synthetic,positive
903,"I used to support LibDems, but after Sunak's recent speech in Berlin, I'm not so sure anymore.",2024-11-29,user_978,Berlin,Sunak,LibDems,Synthetic,neutral
904,Voters in Gujarat will head to the polls next week as DeSantis campaigns. #Election2024,2024-02-02,user_235,Gujarat,DeSantis,Conservatives,Synthetic,neutral
905,Amit Shah secured a historic trade deal today. This will create millions of jobs! #IndiaFirst,2024-11-20,user_174,Sydney,Amit Shah,BJP,Synthetic,positive
906,TMC is tearing this country apart with its divisive #Resign,2024-10-24,user_540,Berlin,DeSantis,TMC,Synthetic,negative
907,Opposition responds to Trudeau's budget address with mixed reactions. #BreakingNews,2024-07-27,user_715,Gujarat,Trudeau,Republicans,Synthetic,neutral
908,news Analysts are divided on Obama's recent economic proposals. #VoterRights,2024-05-20,user_794,Texas,Obama,TMC,Synthetic,neutral
909,news Proud to be a LibDems supporter. Our values align with national progress. #UnitedWeStand,2024-03-24,user_283,Florida,Amit Shah,LibDems,Synthetic,positive
910,policy AAP released its new policy framework for the upcoming term. #PolicyDebate,2024-04-19,user_414,Florida,Trump,AAP,Synthetic,neutral
911,update The latest BJP scandal just is the tip of the iceberg. #USPolitics,2024-03-28,user_972,Maharashtra,Amit Shah,BJP,Synthetic,negative
912,"today While Harris claims success, the situation in Maharashtra remains complicated. #PolicyDebate",2024-06-04,user_479,Maharashtra,Harris,Labour,Synthetic,neutral
913,Harris shows true compassion for ordinary citizens. A leader for the people! #Election2024,2024-07-25,user_156,Maharashtra,Harris,BJP,Synthetic,positive
914,update Rahul Gandhi met leaders world with at the G20 summit in Texas. #IndiaNews,2024-10-12,user_673,Texas,Rahul Gandhi,INC (Congress),Synthetic,neutral
915,statement Local elections in California expected to be closely contested by Conservatives. #VoterRights,2024-10-30,user_581,California,Sunak,Conservatives,Synthetic,neutral
916,Biden sold out to corporate interests. The common man means nothing to them. #Fraud,2024-07-08,user_548,Gujarat,Biden,AAP,Synthetic,negative
917,government Voters in Gujarat will head to the polls next week as Obama campaigns. #PoliticsDaily,2024-10-20,user_304,Gujarat,Obama,Republicans,Synthetic,neutral
918,The debate between Amit Shah and the opposition drew millions of viewers. #USPolitics,2024-01-12,user_243,Gujarat,Amit Shah,Republicans,Synthetic,neutral
919,statement New poll data shows shifting voter preferences in Maharashtra region. #USPolitics,2024-07-04,user_441,Maharashtra,Macron,Republicans,Synthetic,neutral
920,Local elections in Florid4 expected to be contested closely by BJP. #Election2024,2024-09-19,user_482,Florida,DeSantis,BJP,Synthetic,neutral
921,Experts weigh in on AAP's five-year development plan. #USPolitics,2024-10-16,user_194,Sydney,Biden,AAP,Synthetic,neutral
922,Opposition responds to Amit Shah's budget address mixed reactions. #VoterRights,2025-01-27,user_800,Texas,Amit Shah,Republicans,Synthetic,neutral
923,Rahul Gandhi met with world leaders at the G20 summit Gujarat. #NewsUpdate,2025-01-13,user_939,Gujarat,Rahul Gandhi,BJP,Synthetic,neutral
924,"government While Rahul Gandhi claims success, the in Delhi situation remains complicated. #IndiaNews",2025-01-28,user_434,Delhi,Rahul Gandhi,Democrats,Synthetic,neutral
925,government Opposition responds to Amit Shah's budget address with mixed reactions. #USPolitics,2024-04-02,user_203,California,Amit Shah,TMC,Synthetic,neutral
926,government LibDems has been in power for years and Sydney is still in shambles.,2024-03-24,user_534,Sydney,Biden,LibDems,Synthetic,negative
927,policy Obama's foreign policy has embarrassed us on stage. world the Shameful.,2024-07-23,user_303,California,Obama,Conservatives,Synthetic,negative
928,government DeSantis's policies are destroying small businesses across Berlin. Unacceptable! #Scam,2024-09-07,user_858,Berlin,DeSantis,AAP,Synthetic,negative
929,Survey shows mixed public opinion on INC (Congress)'s latest immigration policy. #BreakingNews,2024-07-13,user_922,Maharashtra,Mamata Banerjee,INC (Congress),Synthetic,neutral
930,Rahul Gandhi shows true compassion for ordinary citizens. A leader for the people! #PoliticsDaily,2024-12-25,user_186,Berlin,Rahul Gandhi,AAP,Synthetic,positive
931,policy Yogi Adityanath delivered an outstanding speech on economic recovery today. Real leadership! #Democracy,2024-03-20,user_243,Gujarat,Yogi Adityanath,AAP,Synthetic,positive
932,Sunak held a press conference today addressing the ongoing budget negotiations. #BreakingNews,2024-03-29,user_278,Sydney,Sunak,TMC,Synthetic,neutral
933,Amit Shah shows compassion for ordinary citizens. A leader for the people! #UnitedWeStand,2024-05-15,user_736,Texas,Amit Shah,Labour,Synthetic,positive
934,statement The education by Democrats are transforming schools across the nation. #MAGA,2025-01-04,user_637,Sydney,Modi,Democrats,Synthetic,positive
935,Harris completely failed the working class. Another broken promise. #PoliticsDaily,2024-10-01,user_550,Berlin,Harris,Labour,Synthetic,negative
936,"Everyone is talking about Harris. Some love it, some hate it. What do you think? #PolicyDebate",2024-12-08,user_833,Florida,Harris,Democrats,Synthetic,neutral
937,"Another day, another failure from the TMC administration Gujarat. #Exposed in",2024-11-10,user_207,Gujarat,Trump,TMC,Synthetic,negative
938,Interesting to see DeSantis and Conservatives working together. Not sure if this is good or bad. #IndiaNews,2024-05-16,user_878,Florida,DeSantis,Conservatives,Synthetic,neutral
939,Analysts are divided on Harris's recent economic proposals. #NewsUpdate,2024-04-03,user_114,Delhi,Harris,INC (Congress),Synthetic,neutral
940,official The policies of Harris have genuinely improved lives in California. Keep it up! #NewsUpdate,2024-10-22,user_515,California,Harris,Democrats,Synthetic,positive
941,Local elections in Gujarat to be closely contested by Conservatives. #IndiaNews,2024-04-05,user_361,Gujarat,Arvind Kejriwal,Conservatives,Synthetic,neutral
942,The lies told by Modi during teh election are now crystal clear. Disgraceful. #Election2024,2024-10-05,user_229,Gujarat,Modi,TMC,Synthetic,negative
943,New poll dat4 shows preferences voter shifting in Gujarat region. #PoliticsDaily,2024-09-15,user_286,Gujarat,Trump,Conservatives,Synthetic,neutral
944,Voters in California will head to the polls next week as Gandhi campaigns. #BreakingNews,2024-09-28,user_637,California,Rahul Gandhi,LibDems,Synthetic,neutral
945,"official Wait, Biden actually thinks this plan will work? It's a disaster. #EndThis",2024-11-20,user_979,Maharashtra,Biden,LibDems,Synthetic,negative
946,"Finally, a leader like Mamata Banerjee who understands the needs of the youth. #BreakingNews",2024-09-24,user_531,Texas,Mamata Banerjee,Conservatives,Synthetic,positive
947,Interesting to see Arvind Kejriwal and TMC working togetehr. Not sure if this is good or bad. #IndiaNews,2025-01-21,user_520,Maharashtra,Arvind Kejriwal,TMC,Synthetic,neutral
948,update The policies of Harris have genuinely lives in Gujarat. Keep it up! #IndiaFirst,2024-04-25,user_382,Gujarat,Harris,Labour,Synthetic,positive
949,"While Harriz claims success, the situation in Berlin remains complicated. #NewsUpdate",2025-01-30,user_743,Berlin,Harris,AAP,Synthetic,neutral
950,Mamat4 Banerjee addressed parliament on state of national security. #PolicyDebate,2024-05-10,user_215,California,Mamata Banerjee,TMC,Synthetic,neutral
951,Local elections in Delhi expected to be closely contested by TMC. #NewsUpdate,2024-02-22,user_190,Delhi,Yogi Adityanath,TMC,Synthetic,neutral
952,"official Everyone is talking about Sunak. Some love it, some hate it. What do you think? #GlobalPolitics",2024-05-08,user_755,California,Sunak,INC (Congress),Synthetic,neutral
953,The new INC (Congress) bill has some good points but also many flaws. A mixed bag for Delhi.,2024-02-23,user_899,Delhi,Amit Shah,INC (Congress),Synthetic,neutral
954,Local electionz in Delhi expected to be closely contested by TMC. #VoterRights,2024-02-20,user_689,Delhi,Trudeau,TMC,Synthetic,neutral
955,official Trump's foreign policy has embarrassed us on teh world stage. Shameful. #VoterRights,2024-11-27,user_907,California,Trump,Republicans,Synthetic,negative
956,Survey shows mixed public opinion on TMC's latest immigration #GlobalPolitics,2024-05-29,user_522,Sydney,Arvind Kejriwal,TMC,Synthetic,neutral
957,statement Democrats consistently delivers on its promises. Strong governance is visible. #PoliticsDaily,2024-06-15,user_569,Gujarat,Macron,Democrats,Synthetic,positive
958,Inflation is through the roof under BJP's mismanagement. Families are suffering. #PolicyDebate,2024-03-29,user_964,Texas,Sunak,BJP,Synthetic,negative
959,Arvind Kejriwal's foreign policy has embarrassed us on the world stage. Shameful. #PolicyDebate,2025-01-04,user_192,Maharashtra,Arvind Kejriwal,Republicans,Synthetic,negative
960,Local elections in Maharashtra expected to be closely contested by AAP. #PolicyDebate,2024-06-21,user_925,Maharashtra,Yogi Adityanath,AAP,Synthetic,neutral
961,Voters in Texas will head to the polls next week as Arvind Kejriwal campaigns. #USPolitics,2024-10-02,user_282,Texas,Arvind Kejriwal,INC (Congress),Synthetic,neutral
962,Rahul Gandhi's policies are destroying small businesses across California. Unacceptable! #Resign,2024-06-23,user_645,California,Rahul Gandhi,Republicans,Synthetic,negative
963,Modi signs executive order; challenges legal anticipated from AAP. #GlobalPolitics,2024-03-20,user_783,Texas,Modi,AAP,Synthetic,neutral
964,news Interesting to see Democrats Obama and working together. Not if this is good or bad. #BreakingNews,2024-08-12,user_524,Gujarat,Obama,Democrats,Synthetic,neutral
965,Amit Shah united the divided nation with his remarkable speech yesterday. #HopeAndChange,2025-01-17,user_367,California,Amit Shah,LibDems,Synthetic,positive
966,Sunak united teh divided nation with his remarkable speech yesterday. #PoliticsDaily,2024-12-20,user_237,Florida,Sunak,INC (Congress),Synthetic,positive
967,today Watching Modi handle international relations with such grace and dignity. #GlobalPolitics,2024-11-26,user_667,Texas,Modi,Conservatives,Synthetic,positive
968,government Conservatives announced cabinet reshuffle ahead of teh parliamentary session. #Election2024,2024-08-17,user_672,Gujarat,Trudeau,Conservatives,Synthetic,neutral
969,Extremely disappointed with Yogi Adityanath's action of lack on climate change. #Liar,2024-09-08,user_541,Maharashtra,Yogi Adityanath,Democrats,Synthetic,negative
970,update Interesting to see Sunak and Labour working together. Not sure if this is good or bad. #PolicyDebate,2024-07-27,user_247,Delhi,Sunak,Labour,Synthetic,neutral
971,Macron delivered an outstanding speech on economic recovery today. Real leadership! #BidenHarris2024,2025-01-08,user_265,Maharashtra,Macron,LibDems,Synthetic,positive
