id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count
76,Floyd Mayweather confirmed September 12 will be his last fight and he's happy to go out 48-0,2024-02-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,floyd mayweather confirmed september 12 last fight he happy go 480,"['floyd', 'mayweather', 'confirmed', 'september', '12', 'last', 'fight', 'he', 'happy', 'go', '480']",11,66
77,"""In 4th Form our English teacher made us study Kane and Abel by Jeffrey Archer. Scarred for life. From the shitty writing, not the sex scenes""",2025-01-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,4th form english teacher made u study kane abel jeffrey archer scarred life shitty writing not sex scene,"['4th', 'form', 'english', 'teacher', 'made', 'u', 'study', 'kane', 'abel', 'jeffrey', 'archer', 'scarred', 'life', 'shitty', 'writing', 'not', 'sex', 'scene']",18,104
78,"1. Shes a model not a comedian 2. It was political agenda at a music award 3.Melania is the cheap shot, ridicule Tr…",2024-10-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,shes model not comedian political agenda music award 3melania cheap shot ridicule tr…,"['shes', 'model', 'not', 'comedian', 'political', 'agenda', 'music', 'award', '3melania', 'cheap', 'shot', 'ridicule', 'tr…']",13,85
79,@user - Martin Bryant's weapons & ammo' were all legally obtained. PM Howard gave us strong gun control laws #Nationals trash them,2025-01-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,martin bryants weapon ammo legally obtained pm howard gave u strong gun control law trash,"['martin', 'bryants', 'weapon', 'ammo', 'legally', 'obtained', 'pm', 'howard', 'gave', 'u', 'strong', 'gun', 'control', 'law', 'trash']",15,89
80,"I was reticent to see this flick before reading the external reviews and user comments posted here. Why? Firstly because Mick Malloy's humour can (in my humble opinion) be pretty crass and over the top, evidenced by his ill fated shemozzle of a television show some years back. An",2024-05-25,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,reticent see flick reading external review user comment posted firstly mick malloys humour humble opinion pretty crass top evidenced ill fated shemozzle television show year back,"['reticent', 'see', 'flick', 'reading', 'external', 'review', 'user', 'comment', 'posted', 'firstly', 'mick', 'malloys', 'humour', 'humble', 'opinion', 'pretty', 'crass', 'top', 'evidenced', 'ill', 'fated', 'shemozzle', 'television', 'show', 'year', 'back']",26,178
81,I should dress up as randy Orton tomorrow bc he's basically a super hero,2024-04-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,dress randy orton tomorrow bc he basically super hero,"['dress', 'randy', 'orton', 'tomorrow', 'bc', 'he', 'basically', 'super', 'hero']",9,53
82,Marine Le Pen storms into the lead in French election polls | World | News | Daily Express...crows the Express.,2024-10-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,marine le pen storm lead french election poll world news daily expresscrows express,"['marine', 'le', 'pen', 'storm', 'lead', 'french', 'election', 'poll', 'world', 'news', 'daily', 'expresscrows', 'express']",13,83
83,"@user see the attacks on iran by christofascist zionist cabal. Primarily for oil, 2nd, for hegemony. groups get scared. they see libya""",2025-03-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,see attack iran christofascist zionist cabal primarily oil 2nd hegemony group get scared see libya,"['see', 'attack', 'iran', 'christofascist', 'zionist', 'cabal', 'primarily', 'oil', '2nd', 'hegemony', 'group', 'get', 'scared', 'see', 'libya']",15,98
84,"just had a bad dream about digi mon and you were in it, you left me in ASDA car park alone too (digi was where pets at home is) @user",2024-09-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,bad dream digi mon left asda car park alone digi pet home,"['bad', 'dream', 'digi', 'mon', 'left', 'asda', 'car', 'park', 'alone', 'digi', 'pet', 'home']",12,57
85,"@user @user Both young, talented with potential. Kane's 1st season was ace, struggled since. Martial still raw.risks in both""",2025-02-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,young talented potential kanes 1st season ace struggled since martial still rawrisks,"['young', 'talented', 'potential', 'kanes', '1st', 'season', 'ace', 'struggled', 'since', 'martial', 'still', 'rawrisks']",12,84
86,The Raiders need to represent tonight!,2024-07-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,raider need represent tonight,"['raider', 'need', 'represent', 'tonight']",4,29
87,I just found out Sharknado 3 comes out tomorrow night. I'm beyond excited,2025-03-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,found sharknado come tomorrow night im beyond excited,"['found', 'sharknado', 'come', 'tomorrow', 'night', 'im', 'beyond', 'excited']",8,53
88,"""Spent the majority of my day riding Boris Bikes, playing a crazy game of frizbi and just general lobstering in the sun :) #Summer2012""",2025-02-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,spent majority day riding boris bike playing crazy game frizbi general lobstering sun,"['spent', 'majority', 'day', 'riding', 'boris', 'bike', 'playing', 'crazy', 'game', 'frizbi', 'general', 'lobstering', 'sun']",13,85
89,Monday Night Football #TeamTexans all day & tomorrow... #MNS,2024-04-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,monday night football day tomorrow,"['monday', 'night', 'football', 'day', 'tomorrow']",5,34
90,Biggest problem with UFC is that Dana White seems to feed sheep to lions for ticket sales. It's not exactly fixed but it may as well be.,2024-11-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,biggest problem ufc dana white seems feed sheep lion ticket sale not exactly fixed but may well,"['biggest', 'problem', 'ufc', 'dana', 'white', 'seems', 'feed', 'sheep', 'lion', 'ticket', 'sale', 'not', 'exactly', 'fixed', 'but', 'may', 'well']",17,95
91,"@user ""Speak American"" that may just sum up how stupid Sarah Palin is. I thought they spoke English in the US or a bastersised version.",2024-06-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,speak american may sum stupid sarah palin thought spoke english u bastersised version,"['speak', 'american', 'may', 'sum', 'stupid', 'sarah', 'palin', 'thought', 'spoke', 'english', 'u', 'bastersised', 'version']",13,85
92,Andrew Luck is going to be on the September 10th cover of the Rolling Stone. That's badass.,2024-01-26,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,andrew luck going september 10th cover rolling stone thats badass,"['andrew', 'luck', 'going', 'september', '10th', 'cover', 'rolling', 'stone', 'thats', 'badass']",10,65
93,Sunday is Pride Day! Come tomorrow to @user to see Pride Parade and enjoy the day with exciting entertainment!,2024-05-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,sunday pride day come tomorrow see pride parade enjoy day exciting entertainment,"['sunday', 'pride', 'day', 'come', 'tomorrow', 'see', 'pride', 'parade', 'enjoy', 'day', 'exciting', 'entertainment']",12,80
94,"""Super Eagles' Head Coach, Sunday Oliseh has made some adjustments to the group of home -based professionals as...",2025-04-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,super eagle head coach sunday oliseh made adjustment group home based professional,"['super', 'eagle', 'head', 'coach', 'sunday', 'oliseh', 'made', 'adjustment', 'group', 'home', 'based', 'professional']",12,82
95,"""FEC Holds Valedictory Session For Maku, 6 Other Ministers: The Federal Executive Council (FEC) on Wednesday he...",2024-01-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Conservatives,False,fec hold valedictory session maku minister federal executive council fec wednesday,"['fec', 'hold', 'valedictory', 'session', 'maku', 'minister', 'federal', 'executive', 'council', 'fec', 'wednesday']",11,82
96,"one of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation .",2024-06-27,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,one film character inhabit special annex hell adult behave like kid child behave like adult everyone scream top lung no matter situation,"['one', 'film', 'character', 'inhabit', 'special', 'annex', 'hell', 'adult', 'behave', 'like', 'kid', 'child', 'behave', 'like', 'adult', 'everyone', 'scream', 'top', 'lung', 'no', 'matter', 'situation']",22,136
97,June 23rd ladies free till 11!! Thas all you need to know! Don't miss this one! Heat wave vol1 will be previ,2024-12-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,june 23rd lady free till 11 thas need know dont miss one heat wave vol1 previ,"['june', '23rd', 'lady', 'free', 'till', '11', 'thas', 'need', 'know', 'dont', 'miss', 'one', 'heat', 'wave', 'vol1', 'previ']",16,77
98,"""As liberals raised fears about hacked voting machines..""Months after the donald did.#AuditTheVotehttps://t.co/p2eyQyFpQL via @user",2025-01-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Liberal,False,liberal raised fear hacked voting machinesmonths donald via,"['liberal', 'raised', 'fear', 'hacked', 'voting', 'machinesmonths', 'donald', 'via']",8,59
99,Michael  Just heard Green Day's 'Time of our life' for the 1st time since leaving florida and i burst into tears. I miss...  Penderg,2024-01-03,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,michael heard green day time life 1st time since leaving florida burst tear miss penderg,"['michael', 'heard', 'green', 'day', 'time', 'life', '1st', 'time', 'since', 'leaving', 'florida', 'burst', 'tear', 'miss', 'penderg']",15,88
100,Omg! I wish this was myself. I'm going to digi fest tomorrow..but don't have vip.,2024-12-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,omg wish im going digi fest tomorrowbut dont vip,"['omg', 'wish', 'im', 'going', 'digi', 'fest', 'tomorrowbut', 'dont', 'vip']",9,48
101,"even as i valiantly struggled to remain interested , or at least conscious , i could feel my eyelids . . . getting . . . very . . . heavy . . .",2024-08-25,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,even valiantly struggled remain interested least conscious could feel eyelid getting heavy,"['even', 'valiantly', 'struggled', 'remain', 'interested', 'least', 'conscious', 'could', 'feel', 'eyelid', 'getting', 'heavy']",12,90
102,"""Yoga, the sunrise and a nice long run easy Sunday morning""",2024-12-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,yoga sunrise nice long run easy sunday morning,"['yoga', 'sunrise', 'nice', 'long', 'run', 'easy', 'sunday', 'morning']",8,46
103,"the screenplay by james eric , james horton and director peter o'fallon . . . is so pat it makes your teeth hurt .",2024-07-18,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,screenplay james eric james horton director peter ofallon pat make teeth hurt,"['screenplay', 'james', 'eric', 'james', 'horton', 'director', 'peter', 'ofallon', 'pat', 'make', 'teeth', 'hurt']",12,77
104,"@user On Model 3 delivery... One man's opinion, but yikes.",2024-01-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,model delivery one man opinion but yikes,"['model', 'delivery', 'one', 'man', 'opinion', 'but', 'yikes']",7,40
105,@user You played a Janet Jackson joint around 2am on Thursday NIght/Friday morning. No verses. Almost just an instrumental loop.,2024-09-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,played janet jackson joint around 2am thursday nightfriday morning no verse almost instrumental loop,"['played', 'janet', 'jackson', 'joint', 'around', '2am', 'thursday', 'nightfriday', 'morning', 'no', 'verse', 'almost', 'instrumental', 'loop']",14,100
106,@user I may have mentioned that I had just came back from Jurassic World and was sleepy when TLing. I can't recall my thoughts.,2024-08-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,may mentioned came back jurassic world sleepy tling cant recall thought,"['may', 'mentioned', 'came', 'back', 'jurassic', 'world', 'sleepy', 'tling', 'cant', 'recall', 'thought']",11,71
107,"The weakest of the 'old' crew Star Trek films, this film suffers from an awful script and obvious budget constraints, particularly in the mishandled finale. The bones of a good movie are here, and the directing from Shatner is not as bad as is commonly made out, but the character",2024-09-13,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,False,weakest old crew star trek film film suffers awful script obvious budget constraint particularly mishandled finale bone good movie directing shatner not bad commonly made but character,"['weakest', 'old', 'crew', 'star', 'trek', 'film', 'film', 'suffers', 'awful', 'script', 'obvious', 'budget', 'constraint', 'particularly', 'mishandled', 'finale', 'bone', 'good', 'movie', 'directing', 'shatner', 'not', 'bad', 'commonly', 'made', 'but', 'character']",27,184
108,flawless ,2024-10-23,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,flawless,['flawless'],1,8
109,Got a PandoMonthly ticket to hear a fireside chat w/ Reid Hoffman Thursday in SF. I\u2019ll report on it or hopefully a buddy can fill in for me.,2024-04-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,got pandomonthly ticket hear fireside chat reid hoffman thursday sf iu2019ll report hopefully buddy fill,"['got', 'pandomonthly', 'ticket', 'hear', 'fireside', 'chat', 'reid', 'hoffman', 'thursday', 'sf', 'iu2019ll', 'report', 'hopefully', 'buddy', 'fill']",15,104
110,C'mon... It's pretty hard to form the Harper govt without Harper!!! Wait... maybe they have another Harper...,2024-11-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,cmon pretty hard form harper govt without harper wait maybe another harper,"['cmon', 'pretty', 'hard', 'form', 'harper', 'govt', 'without', 'harper', 'wait', 'maybe', 'another', 'harper']",12,74
111,"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no. 1 drips with style and , at times , blood . ",2025-05-07,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,brilliant brutal uk crime film since jack carter went back newcastle first half gangster no drip style time blood,"['brilliant', 'brutal', 'uk', 'crime', 'film', 'since', 'jack', 'carter', 'went', 'back', 'newcastle', 'first', 'half', 'gangster', 'no', 'drip', 'style', 'time', 'blood']",19,113
