id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count,ml_label,ml_confidence,ml_probs,split,dl_label,dl_confidence,dl_probs,final_sentiment,final_confidence,is_different_from_ml,extracted_entities
44,the guys still feels counterproductive ,2025-03-18,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,0,guy still feel counterproductive,"['guy', 'still', 'feel', 'counterproductive']",4,32,neutral,0.3731,"{np.str_('negative'): 0.2661, np.str_('neutral'): 0.3731, np.str_('positive'): 0.3608}",labeled,neutral,0.5085,"{'neutral': 0.5085, 'negative': 0.4531, 'positive': 0.0385}",neutral,0.4543,0,[]
45,trying to break your heart an attraction it desperately needed ,2024-07-17,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,0,trying break heart attraction desperately needed,"['trying', 'break', 'heart', 'attraction', 'desperately', 'needed']",6,48,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.6272,"{'neutral': 0.6272, 'negative': 0.2055, 'positive': 0.1673}",neutral,0.5123,1,[]
46,If this is the end for @user I once again have to commend @user for his emotional Gary Carter memorial show in February,2024-12-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,end commend emotional gary carter memorial show february,"['end', 'commend', 'emotional', 'gary', 'carter', 'memorial', 'show', 'february']",8,56,positive,0.434,"{np.str_('negative'): 0.2745, np.str_('neutral'): 0.2915, np.str_('positive'): 0.434}",labeled,neutral,0.7007,"{'neutral': 0.7007, 'positive': 0.2722, 'negative': 0.0271}",neutral,0.537,1,"['@user', 'Gary Carter']"
47,Love @user ! We need to see more of her on @user . Maybe replace @user ?,2025-03-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,love need see maybe replace,"['love', 'need', 'see', 'maybe', 'replace']",5,27,positive,0.5222,"{np.str_('negative'): 0.1304, np.str_('neutral'): 0.3474, np.str_('positive'): 0.5222}",labeled,neutral,0.6423,"{'neutral': 0.6423, 'positive': 0.2399, 'negative': 0.1178}",neutral,0.5243,1,['@user']
48,"1st watched 8/26/2001 - 8 out of 10 (Dir-John Cassavetes): Well-done early independent film by Cassavetes introduced a style that was much different than what Hollywood shows it's audience. This movie also introduced some very taboo subjects, especially the actual racism that pro",2024-12-07,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,0,1st watched 8262001 10 dirjohn cassavetes welldone early independent film cassavetes introduced style much different hollywood show audience movie also introduced taboo subject especially actual racism pro,"['1st', 'watched', '8262001', '10', 'dirjohn', 'cassavetes', 'welldone', 'early', 'independent', 'film', 'cassavetes', 'introduced', 'style', 'much', 'different', 'hollywood', 'show', 'audience', 'movie', 'also', 'introduced', 'taboo', 'subject', 'especially', 'actual', 'racism', 'pro']",27,205,positive,0.4867,"{np.str_('negative'): 0.3405, np.str_('neutral'): 0.1728, np.str_('positive'): 0.4867}",labeled,positive,0.5887,"{'positive': 0.5887, 'neutral': 0.3878, 'negative': 0.0235}",positive,0.5479,0,"['Dir-John Cassavetes', 'Hollywood', 'Cassavetes']"
49,@user were on just before yee at Castlepalooza next Sat. Deezer stage though. Buzztown! There's a good crew about that day,2024-07-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,yee castlepalooza next sat deezer stage though buzztown there good crew day,"['yee', 'castlepalooza', 'next', 'sat', 'deezer', 'stage', 'though', 'buzztown', 'there', 'good', 'crew', 'day']",12,75,positive,0.6071,"{np.str_('negative'): 0.1672, np.str_('neutral'): 0.2257, np.str_('positive'): 0.6071}",labeled,positive,0.953,"{'positive': 0.953, 'neutral': 0.0449, 'negative': 0.0021}",positive,0.8146,0,"['@user', 'Castlepalooza next Sat']"
50,Toni Gonzaga will be in Legazpi on October 30. Huhuhuhu. I wanna cry i want to come but how? I dont have money. Waaaah @user,2024-05-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,toni gonzaga legazpi october 30 huhuhuhu wan na cry want come but dont money waaaah,"['toni', 'gonzaga', 'legazpi', 'october', '30', 'huhuhuhu', 'wan', 'na', 'cry', 'want', 'come', 'but', 'dont', 'money', 'waaaah']",15,83,negative,0.4028,"{np.str_('negative'): 0.4028, np.str_('neutral'): 0.2992, np.str_('positive'): 0.298}",labeled,negative,0.4277,"{'negative': 0.4277, 'neutral': 0.4238, 'positive': 0.1485}",negative,0.4177,0,"['Waaaah', 'Legazpi', 'Toni Gonzaga']"
51,@user @user may I please have the picture of the seatplan for The Vamps Concert please,2024-11-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,may please picture seatplan vamp concert please,"['may', 'please', 'picture', 'seatplan', 'vamp', 'concert', 'please']",7,47,positive,0.4278,"{np.str_('negative'): 0.2548, np.str_('neutral'): 0.3174, np.str_('positive'): 0.4278}",labeled,neutral,0.776,"{'neutral': 0.776, 'positive': 0.201, 'negative': 0.0231}",neutral,0.5926,1,[]
52,"Microsoft brings Outlook to Apple Watch: Microsoft made a bigger push in the wearables market on Thursday, but...",2024-10-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,microsoft brings outlook apple watch microsoft made bigger push wearable market thursday but,"['microsoft', 'brings', 'outlook', 'apple', 'watch', 'microsoft', 'made', 'bigger', 'push', 'wearable', 'market', 'thursday', 'but']",13,92,positive,0.4282,"{np.str_('negative'): 0.2212, np.str_('neutral'): 0.3506, np.str_('positive'): 0.4282}",labeled,neutral,0.5902,"{'neutral': 0.5902, 'positive': 0.4031, 'negative': 0.0067}",neutral,0.4944,1,"['Apple Watch', 'Microsoft', 'Outlook']"
53,Church blocks sexual contraception and education. Government blocks the Death Penalty. No wonder there's a population bubble.,2024-08-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,1,church block sexual contraception education government block death penalty no wonder there population bubble,"['church', 'block', 'sexual', 'contraception', 'education', 'government', 'block', 'death', 'penalty', 'no', 'wonder', 'there', 'population', 'bubble']",14,108,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,negative,0.8595,"{'negative': 0.8595, 'neutral': 0.1345, 'positive': 0.006}",negative,0.6179,1,[]
54,"this flick is fun , and host to some truly excellent sequences . ",2024-04-10,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,0,flick fun host truly excellent sequence,"['flick', 'fun', 'host', 'truly', 'excellent', 'sequence']",6,39,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,positive,0.9734,"{'positive': 0.9734, 'neutral': 0.0214, 'negative': 0.0052}",positive,0.7459,0,[]
55,samuel beckett applied to the iranian voting process .,2024-11-12,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,samuel beckett applied iranian voting process,"['samuel', 'beckett', 'applied', 'iranian', 'voting', 'process']",6,45,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.9272,"{'neutral': 0.9272, 'positive': 0.042, 'negative': 0.0308}",neutral,0.6923,1,['samuel beckett']
56,#BeyDay fun fact: Beyonce swept the hair off the floor of her mother's salon for her 1st job. #HumbleBeginnings,2024-10-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,fun fact beyonce swept hair floor mother salon 1st job,"['fun', 'fact', 'beyonce', 'swept', 'hair', 'floor', 'mother', 'salon', '1st', 'job']",10,54,neutral,0.4312,"{np.str_('negative'): 0.2349, np.str_('neutral'): 0.4312, np.str_('positive'): 0.3339}",labeled,positive,0.5178,"{'positive': 0.5178, 'neutral': 0.4717, 'negative': 0.0105}",neutral,0.4555,0,['HumbleBeginnings']
57,"#NationalFastFoodDay Should we be promoting a industry that has led to obesity,high cholesterol?#letsmakeamericaskinnyagain  @user",2025-05-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,1,promoting industry led obesityhigh cholesterol,"['promoting', 'industry', 'led', 'obesityhigh', 'cholesterol']",5,46,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,negative,0.7018,"{'negative': 0.7018, 'neutral': 0.2771, 'positive': 0.0211}",negative,0.5232,1,['@user']
58,At the 10th Annual Cloud Expo @user,2024-04-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,10th annual cloud expo,"['10th', 'annual', 'cloud', 'expo']",4,22,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.7939,"{'neutral': 0.7939, 'positive': 0.1973, 'negative': 0.0087}",neutral,0.6123,1,[]
59,"After ""Central City"" loses its mob boss to murder, partner-in-crime Robert Armstrong (as ""Doc"" Rogers) decides to take drastic measures To preserve criminal continuity, he recruits the dead mobster's milquetoast son, Richard Cromwell (as Edward ""Baby Face"" Morgan), to run the fam",2024-01-17,unknown_user,,IMDB,en,imdb,negative,Unknown,Unknown,0,central city loses mob bos murder partnerincrime robert armstrong doc rogers decides take drastic measure preserve criminal continuity recruit dead mobster milquetoast son richard cromwell edward baby face morgan run fam,"['central', 'city', 'loses', 'mob', 'bos', 'murder', 'partnerincrime', 'robert', 'armstrong', 'doc', 'rogers', 'decides', 'take', 'drastic', 'measure', 'preserve', 'criminal', 'continuity', 'recruit', 'dead', 'mobster', 'milquetoast', 'son', 'richard', 'cromwell', 'edward', 'baby', 'face', 'morgan', 'run', 'fam']",31,220,negative,0.3516,"{np.str_('negative'): 0.3516, np.str_('neutral'): 0.3482, np.str_('positive'): 0.3003}",labeled,negative,0.5747,"{'negative': 0.5747, 'neutral': 0.4112, 'positive': 0.0141}",negative,0.4855,0,"['Richard Cromwell', 'Edward ""Baby Face"" Morgan', 'Robert Armstrong']"
60,The Accounting Career Fair is this Friday! Be sure to engage with us by using #kubusfair--you might win an iPad mini!,2024-09-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,accounting career fair friday sure engage u using might win ipad mini,"['accounting', 'career', 'fair', 'friday', 'sure', 'engage', 'u', 'using', 'might', 'win', 'ipad', 'mini']",12,69,neutral,0.4734,"{np.str_('negative'): 0.1032, np.str_('neutral'): 0.4734, np.str_('positive'): 0.4233}",labeled,positive,0.5345,"{'positive': 0.5345, 'neutral': 0.4598, 'negative': 0.0057}",positive,0.49,1,"['iPad', 'kubusfair']"
61,would like to get to milan for the world tour appearance of  maestro Zubin Mehta in may,2024-06-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,would like get milan world tour appearance maestro zubin mehta may,"['would', 'like', 'get', 'milan', 'world', 'tour', 'appearance', 'maestro', 'zubin', 'mehta', 'may']",11,66,neutral,0.501,"{np.str_('negative'): 0.2204, np.str_('neutral'): 0.501, np.str_('positive'): 0.2786}",labeled,neutral,0.648,"{'neutral': 0.648, 'positive': 0.3441, 'negative': 0.008}",neutral,0.5892,0,['Zubin Mehta']
62,Dean Ambrose and Roman Regins might have found their 3rd partner because he is going to want payback #Raw,2025-03-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,dean ambrose roman regins might found 3rd partner going want payback,"['dean', 'ambrose', 'roman', 'regins', 'might', 'found', '3rd', 'partner', 'going', 'want', 'payback']",11,68,neutral,0.3961,"{np.str_('negative'): 0.3004, np.str_('neutral'): 0.3961, np.str_('positive'): 0.3035}",labeled,neutral,0.9016,"{'neutral': 0.9016, 'negative': 0.0518, 'positive': 0.0466}",neutral,0.6994,0,"['Dean Ambrose', 'Roman Regins']"
63,i miss you like the moon misses the sun at twilight,2024-10-30,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,miss like moon miss sun twilight,"['miss', 'like', 'moon', 'miss', 'sun', 'twilight']",6,32,positive,0.503,"{np.str_('negative'): 0.2474, np.str_('neutral'): 0.2496, np.str_('positive'): 0.503}",labeled,neutral,0.7716,"{'neutral': 0.7716, 'positive': 0.1149, 'negative': 0.1135}",neutral,0.5628,1,[]
64,Nebraska doesn't land Gesell...a Top 100 guy in your state and you don't get him.  C'mon #Nebrasketball,2024-12-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,nebraska doesnt land gesella top 100 guy state dont get cmon,"['nebraska', 'doesnt', 'land', 'gesella', 'top', '100', 'guy', 'state', 'dont', 'get', 'cmon']",11,60,neutral,0.4311,"{np.str_('negative'): 0.251, np.str_('neutral'): 0.4311, np.str_('positive'): 0.3179}",labeled,negative,0.6893,"{'negative': 0.6893, 'neutral': 0.2937, 'positive': 0.017}",negative,0.514,1,"['Gesell', 'Nebraska', 'Nebrasketball']"
65,a movie with a real anarchic flair .,2024-09-15,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,movie real anarchic flair,"['movie', 'real', 'anarchic', 'flair']",4,25,negative,0.4383,"{np.str_('negative'): 0.4383, np.str_('neutral'): 0.1326, np.str_('positive'): 0.4291}",labeled,neutral,0.7541,"{'neutral': 0.7541, 'positive': 0.1948, 'negative': 0.0511}",neutral,0.5055,1,[]
66,"""If you hate Kanye West, just listen to Runaway. It may change your perspective on his personality.""",2024-08-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,hate kanye west listen runaway may change perspective personality,"['hate', 'kanye', 'west', 'listen', 'runaway', 'may', 'change', 'perspective', 'personality']",9,65,neutral,0.399,"{np.str_('negative'): 0.2891, np.str_('neutral'): 0.399, np.str_('positive'): 0.312}",labeled,negative,0.8814,"{'negative': 0.8814, 'neutral': 0.1109, 'positive': 0.0078}",negative,0.6445,1,"['Kanye West', 'Runaway']"
67,"passion , lip-synching , tragedy , and lots of really really high notes . for me , this opera isn't a favorite , so it's a long time before the fat lady sings .",2024-12-15,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,1,passion lipsynching tragedy lot really really high note opera isnt favorite long time fat lady sings,"['passion', 'lipsynching', 'tragedy', 'lot', 'really', 'really', 'high', 'note', 'opera', 'isnt', 'favorite', 'long', 'time', 'fat', 'lady', 'sings']",16,100,positive,0.3903,"{np.str_('negative'): 0.248, np.str_('neutral'): 0.3617, np.str_('positive'): 0.3903}",labeled,negative,0.7771,"{'negative': 0.7771, 'neutral': 0.2012, 'positive': 0.0217}",negative,0.5655,1,[]
68,Friday Night Lights with Mitt! #tcot #tlot #bcot #ccot #gop #nra #ocra #sgp #teaparty #twisters #breitbart #Israel,2024-07-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Republicans,0,friday night light mitt,"['friday', 'night', 'light', 'mitt']",4,23,neutral,0.5173,"{np.str_('negative'): 0.0647, np.str_('neutral'): 0.5173, np.str_('positive'): 0.4181}",labeled,neutral,0.8882,"{'neutral': 0.8882, 'positive': 0.1015, 'negative': 0.0103}",neutral,0.7398,0,"['Israel', 'gop']"
69,"""May I know @user How you can be so sure that Yakub is Innocent? Any Proof?""",2024-05-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,may know sure yakub innocent proof,"['may', 'know', 'sure', 'yakub', 'innocent', 'proof']",6,34,positive,0.4171,"{np.str_('negative'): 0.1852, np.str_('neutral'): 0.3977, np.str_('positive'): 0.4171}",labeled,neutral,0.7457,"{'neutral': 0.7457, 'positive': 0.2193, 'negative': 0.035}",neutral,0.6065,1,[]
70,It's Prince George's 2nd birthday! With the following hashtag you can congratulate the little Prince. We wish His...,2024-02-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,prince george 2nd birthday following hashtag congratulate little prince wish,"['prince', 'george', '2nd', 'birthday', 'following', 'hashtag', 'congratulate', 'little', 'prince', 'wish']",10,76,positive,0.4133,"{np.str_('negative'): 0.2056, np.str_('neutral'): 0.381, np.str_('positive'): 0.4133}",labeled,positive,0.734,"{'positive': 0.734, 'neutral': 0.2623, 'negative': 0.0037}",positive,0.6057,0,[]
71,sungkyunkwan scandal on ABS-CBN.. i just finished the series yesterday..:))))) i may sound like a spoiler now <evil laugh>,2024-02-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,sungkyunkwan scandal abscbn finished series yesterday may sound like spoiler,"['sungkyunkwan', 'scandal', 'abscbn', 'finished', 'series', 'yesterday', 'may', 'sound', 'like', 'spoiler']",10,76,neutral,0.3648,"{np.str_('negative'): 0.3238, np.str_('neutral'): 0.3648, np.str_('positive'): 0.3114}",labeled,neutral,0.6307,"{'neutral': 0.6307, 'negative': 0.343, 'positive': 0.0262}",neutral,0.5243,0,[]
72,THE EVIL THAT MEN DO by IRON MAIDEN was no.5 in the UK charts on 20 August 1988,2025-03-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,evil men iron maiden no5 uk chart 20 august 1988,"['evil', 'men', 'iron', 'maiden', 'no5', 'uk', 'chart', '20', 'august', '1988']",10,48,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.8782,"{'neutral': 0.8782, 'negative': 0.0615, 'positive': 0.0604}",neutral,0.6629,1,"['UK', 'MEN', 'no.5', 'EVIL', 'MAIDEN']"
73,I am in line to meet E L James! Guess I should start on #fiftyshades for the 4th time! @user #FiftyShadesOfGrey,2025-01-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,line meet james guess start 4th time,"['line', 'meet', 'james', 'guess', 'start', '4th', 'time']",7,36,neutral,0.4747,"{np.str_('negative'): 0.2275, np.str_('neutral'): 0.4747, np.str_('positive'): 0.2978}",labeled,neutral,0.902,"{'neutral': 0.902, 'positive': 0.0873, 'negative': 0.0107}",neutral,0.7311,0,['FiftyShadesOfGrey']
